Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2018-08-27,Open 24 Hours,"After setting her serial killer boyfriend on fire, a paranoid delusional woman gets a job at an all-night gas station. The isolation triggers her anxiety and hallucinations, with devastatingly gory results.",40.88,82,5.4,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/1C97mky8yEy4q7dfcrDzFZoNx8r.jpg
1998-08-04,Pocahontas II: Journey to a New World,"When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over. He will stop at nothing to discredit the young princess.",40.854,1132,5.5,en,"Family, Adventure, Animation, Romance",https://image.tmdb.org/t/p/original/gAnmNjw1TCTzS702mj1OwwmXBpM.jpg
2017-08-01,S.W.A.T.: Under Siege,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",40.853,258,5.8,en,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/sGcDltZ2aUgLV7oFxGlpO1oGmc0.jpg
1978-07-07,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",40.84,5986,7.4,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/czVhhAaSBFpakur7U8pOIDV9NUG.jpg
2013-03-06,It Boy,"Alice Lantins is 38, ambitious and so committed to her work that she neglects her personal life.  In short, she is the ideal candidate for the next editor of the magazine Rebelle, or would be were it not for the fact that she appears to be stuck in a rut.  When Balthazar, a charming 20-year-old, crosses her path, her colleagues begin to see her in a whole new light...",40.835,987,6.3,fr,Comedy,https://image.tmdb.org/t/p/original/nMr7vSJzPEQijJY5gyTtkuxo8OY.jpg
1979-10-19,Jesus,"Three and a half years of Jesus' ministry, as told in the Gospel of Luke.",40.804,149,8.4,en,"Drama, History",https://image.tmdb.org/t/p/original/gJpN9q139yF1vaQftCSe1TmqUVt.jpg
2016-12-03,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,The third of three Kuroko no Basket compilation films.,40.778,3,7.2,ja,Animation,https://image.tmdb.org/t/p/original/qhfbtFzyS9ZP4fKoFlPRSkKRPb8.jpg
1999-03-30,10 Things I Hate About You,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",40.775,6326,7.6,en,"Comedy, Romance, Drama",https://image.tmdb.org/t/p/original/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg
2008-11-26,Transporter 3,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",40.748,2688,6.1,en,"Action, Adventure, Thriller, Crime",https://image.tmdb.org/t/p/original/ngpLhUccj6mlvAVpiIa7jUcFxhT.jpg
2021-06-02,Carnaval,"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes.",40.744,53,5.2,pt,Comedy,https://image.tmdb.org/t/p/original/ze1Sdb7WB64TBJhPqg8sJtwQtes.jpg
2002-07-19,Stuart Little 2,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",40.728,1969,5.7,en,"Family, Adventure, Animation, Comedy",https://image.tmdb.org/t/p/original/hjfeMLWqJY44mqqJKZSa6jx4Y1j.jpg
2002-10-18,The Ring,"It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring.",40.723,4954,6.6,en,"Horror, Mystery",https://image.tmdb.org/t/p/original/gghD2ZIPjMzLnnBuT3AZQGYnIW9.jpg
2012-01-17,The Scorpion King 3: Battle for Redemption,"Since his triumphant rise to power in the original blockbuster ""The Scorpion King"", Mathayus' kingdom has fallen and he's lost his queen to plague. Now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew. Starring Ron Perlman (""Hellboy"") and Billy Zane (""Titanic""), and featuring 6-time WWE champion Dave Bautista and UFC star Kimbo Slice, ""The Scorpion King 3: Battle for Redemption"" takes ""The Mummy"" phenomenon to an all-new level of epic action and non-stop adventure.",40.704,261,4.5,en,"Action, Adventure, Fantasy, Drama",https://image.tmdb.org/t/p/original/z1fab9fVsIV35K21ictA4GYTicI.jpg
2017-10-27,Olaf's Frozen Adventure,"Olaf is on a mission to harness the best holiday traditions for Anna, Elsa, and Kristoff.",40.702,1254,6.4,en,"Animation, Family, Adventure, Comedy, Fantasy",https://image.tmdb.org/t/p/original/As8WTtxXs9e3cBit3ztTf7zoRmm.jpg
2001-07-24,Jason X,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",40.701,987,4.8,en,"Horror, Science Fiction",https://image.tmdb.org/t/p/original/jrObEGWVW1XlutjYXqyyGxtTeov.jpg
2021-05-26,Ghost Lab,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",40.682,90,6.5,th,"Drama, Horror, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/vdMsMYfkHJ6mLht5QCg7Hl8hnEp.jpg
2013-01-31,Warm Bodies,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",40.667,5328,6.4,en,"Horror, Comedy, Romance",https://image.tmdb.org/t/p/original/pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg
2021-12-16,A Naija Christmas,Three sons try to make their mother’s dreams come true by bringing home wives for Christmas.,40.664,33,7.2,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/qPExVpBnDwB8kL9buIqGVNDzYrb.jpg
2019-10-25,Better Days,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",40.656,222,8.4,zh,Drama,https://image.tmdb.org/t/p/original/csVZ2ZQCj98XdZoCuW1aixMYJ0W.jpg
1992-07-18,Porco Rosso,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",40.622,2402,7.8,ja,"Family, Comedy, Animation, Adventure",https://image.tmdb.org/t/p/original/byKAndF6KQSDpGxp1mTr23jPbYp.jpg
2003-03-08,Doraemon: Nobita and the Windmasters,"One day, Nobita runs into a creature-like ball of wind, which came from a faraway land, but blew into their neighbourhood following the recent typhoon that went through the area. Nobita names it Fuuko. Eventually, he, Doraemon and their friends take it to a vast countryside through the Anywhere Door. There, they learn about the Wind and Storm Villages, and Fuuko’s real identity. Soon, Nobita and his friends have to protect Fuuko from the Storm Village and a now-possessed Nobuo, who is being controlled by the spirit of the Storm Village’s former leader.",40.616,38,7.2,ja,"Animation, Fantasy",https://image.tmdb.org/t/p/original/frCCqkLB5xwLNnQgi6wmlexVrVQ.jpg
2006-06-28,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",40.614,3384,5.7,en,"Science Fiction, Action, Adventure",https://image.tmdb.org/t/p/original/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg
2016-12-22,Why Him?,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,40.604,3498,6.3,en,Comedy,https://image.tmdb.org/t/p/original/eezFoKz7bXgdbjeieeCYJFXPKSu.jpg
2002-11-08,8 Mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",40.563,5762,7.1,en,"Music, Drama",https://image.tmdb.org/t/p/original/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg
2014-03-15,Sekaiichi Hatsukoi Movie,"Yokozawa meets a man (Kirishima) and his life is turned around. Kirishima starts to blackmail and tease Yokozawa, but Kirishima might actually be trying to help him recover from an emotional period of his life in the process.",40.539,18,6.3,ja,"Animation, Romance, Drama",https://image.tmdb.org/t/p/original/cpOTDgNYZWwS4UkI8SlbTHEfJvx.jpg
1997-12-11,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,40.523,2390,6.3,en,"Adventure, Action, Thriller",https://image.tmdb.org/t/p/original/yWXNZHE4k4jlQhGhBEiLwYa2rIt.jpg
2013-10-16,Carrie,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",40.499,3784,6.0,en,"Drama, Horror",https://image.tmdb.org/t/p/original/kloXz9qwO23z9Kbt3z3MgnjF4xO.jpg
2018-03-03,Bungo Stray Dogs: Dead Apple,"A large scale catastrophe is occurring across the planet. Ability users are discovered after the appearance of a mysterious fog, apparently having committed suicide, so the Armed Detective Agency sets out to investigate these mysterious deaths. The case seems to involve an unknown ability user referred to as ""Collector,"" a man who could be the mastermind behind the incident. Trust and courage are put to the test in order to save the city of Yokohama and ability users across the world from the grip of Collector where the Armed Detective Agency forms an unlikely partnership with the dangerous Port Mafia.",40.491,89,8.2,ja,"Animation, Action, Comedy, Mystery, Crime, Fantasy",https://image.tmdb.org/t/p/original/7ueB7Kxq2GObp5aDw6rsdzVefzP.jpg
2020-10-16,Love and Monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",40.47,2941,7.4,en,"Comedy, Action, Adventure, Fantasy",https://image.tmdb.org/t/p/original/r4Lm1XKP0VsTgHX4LG4syAwYA2I.jpg
2009-08-01,Summer Wars,"Kenji is your typical teenage misfit. He’s good at math, bad with girls, and spends most of his time hanging out in the all-powerful online community known as OZ. His second life is the only life he has — until the girl of his dreams, Natsuki, hijacks him for a starring role as a fake fiancé at her family reunion. Things only get stranger from there. A late-night email containing a cryptic mathematic riddle leads to the unleashing of a rogue AI intent on using the virtual world of OZ to destroy the real world. As Armageddon looms on the horizon, Kenji and his new “family” set aside their differences and band together to save the worlds they inhabit in this “near-perfect blend of social satire and science fiction.”",40.447,694,7.5,ja,Animation,https://image.tmdb.org/t/p/original/yHy8TrRLnuBZ4t2C0l0pSpRXVHO.jpg
